CRF++: Yet Another CRF Tool Kit
Copyright (C) 2005-2013 Taku Kudo, All rights reserved.

reading training data: 100.. 200.. 300.. 400.. 500.. 600.. 700.. 800.. 900.. 1000.. 1100.. 1200.. 1300.. 1400.. 1500.. 1600.. 1700.. 1800.. 
Done!0.23 s

Number of sentences: 1844
Number of features:  51472
Number of thread(s): 8
Freq:                1
eta:                 0.00010
C:                   1.00000
shrinking size:      20
iter=0 terr=0.59522 serr=0.95933 act=51472 obj=17379.27926 diff=1.00000
iter=1 terr=0.33642 serr=0.92733 act=51472 obj=16254.29823 diff=0.06473
iter=2 terr=0.31723 serr=0.88774 act=51472 obj=14573.89012 diff=0.10338
iter=3 terr=0.28074 serr=0.86334 act=51472 obj=13805.31828 diff=0.05274
iter=4 terr=0.27444 serr=0.86280 act=51472 obj=13404.81420 diff=0.02901
iter=5 terr=0.26443 serr=0.84816 act=51472 obj=12864.34306 diff=0.04032
iter=6 terr=0.25681 serr=0.83839 act=51472 obj=12535.69504 diff=0.02555
iter=7 terr=0.24333 serr=0.80857 act=51472 obj=12226.49910 diff=0.02467
iter=8 terr=0.23400 serr=0.80369 act=51472 obj=11926.21805 diff=0.02456
iter=9 terr=0.22837 serr=0.79501 act=51472 obj=11755.20570 diff=0.01434
iter=10 terr=0.23978 serr=0.79284 act=51472 obj=11877.93972 diff=0.01044
iter=11 terr=0.22542 serr=0.78850 act=51472 obj=11663.45110 diff=0.01806
iter=12 terr=0.22095 serr=0.78633 act=51472 obj=11562.76700 diff=0.00863
iter=13 terr=0.21844 serr=0.78200 act=51472 obj=11478.56104 diff=0.00728
iter=14 terr=0.21362 serr=0.77386 act=51472 obj=11286.18772 diff=0.01676
iter=15 terr=0.20935 serr=0.76302 act=51472 obj=11072.70011 diff=0.01892
iter=16 terr=0.20133 serr=0.75542 act=51472 obj=10831.78828 diff=0.02176
iter=17 terr=0.19946 serr=0.75759 act=51472 obj=10702.76152 diff=0.01191
iter=18 terr=0.19379 serr=0.74566 act=51472 obj=10599.62412 diff=0.00964
iter=19 terr=0.19304 serr=0.74403 act=51472 obj=10554.80040 diff=0.00423
iter=20 terr=0.19001 serr=0.73915 act=51472 obj=10445.84519 diff=0.01032
iter=21 terr=0.18538 serr=0.73698 act=51472 obj=10326.81944 diff=0.01139
iter=22 terr=0.18466 serr=0.73048 act=51472 obj=10176.37205 diff=0.01457
iter=23 terr=0.17625 serr=0.71746 act=51472 obj=9999.34942 diff=0.01740
iter=24 terr=0.17094 serr=0.71095 act=51472 obj=9912.58410 diff=0.00868
iter=25 terr=0.16895 serr=0.71204 act=51472 obj=9935.73866 diff=0.00234
iter=26 terr=0.16879 serr=0.71150 act=51472 obj=9882.86611 diff=0.00532
iter=27 terr=0.16663 serr=0.70445 act=51472 obj=9851.51225 diff=0.00317
iter=28 terr=0.16472 serr=0.70607 act=51472 obj=9757.02870 diff=0.00959
iter=29 terr=0.16025 serr=0.69794 act=51472 obj=9624.18035 diff=0.01362
iter=30 terr=0.15515 serr=0.69685 act=51472 obj=9460.75299 diff=0.01698
iter=31 terr=0.14849 serr=0.67787 act=51472 obj=9394.24107 diff=0.00703
iter=32 terr=0.14286 serr=0.67028 act=51472 obj=9199.36204 diff=0.02074
iter=33 terr=0.13852 serr=0.66323 act=51472 obj=9141.41749 diff=0.00630
iter=34 terr=0.13784 serr=0.65564 act=51472 obj=9079.36372 diff=0.00679
iter=35 terr=0.13788 serr=0.65130 act=51472 obj=9052.38730 diff=0.00297
iter=36 terr=0.13576 serr=0.65022 act=51472 obj=9000.61727 diff=0.00572
iter=37 terr=0.13038 serr=0.65239 act=51472 obj=8923.01085 diff=0.00862
iter=38 terr=0.12787 serr=0.63612 act=51472 obj=8840.96190 diff=0.00920
iter=39 terr=0.12591 serr=0.63557 act=51472 obj=8808.53974 diff=0.00367
iter=40 terr=0.12751 serr=0.64154 act=51472 obj=8768.94944 diff=0.00449
iter=41 terr=0.12456 serr=0.63286 act=51472 obj=8774.52609 diff=0.00064
iter=42 terr=0.12472 serr=0.63503 act=51472 obj=8746.23277 diff=0.00322
iter=43 terr=0.12424 serr=0.63341 act=51472 obj=8727.50948 diff=0.00214
iter=44 terr=0.11973 serr=0.62527 act=51472 obj=8623.82542 diff=0.01188
iter=45 terr=0.11814 serr=0.61551 act=51472 obj=8589.85204 diff=0.00394
iter=46 terr=0.11570 serr=0.61280 act=51472 obj=8557.48095 diff=0.00377
iter=47 terr=0.11235 serr=0.60683 act=51472 obj=8516.31640 diff=0.00481
iter=48 terr=0.11929 serr=0.62744 act=51472 obj=8584.08331 diff=0.00796
iter=49 terr=0.11387 serr=0.60954 act=51472 obj=8507.24318 diff=0.00895
iter=50 terr=0.11375 serr=0.60846 act=51472 obj=8493.20225 diff=0.00165
iter=51 terr=0.11171 serr=0.60358 act=51472 obj=8465.85210 diff=0.00322
iter=52 terr=0.10988 serr=0.59978 act=51472 obj=8432.65402 diff=0.00392
