CRF++: Yet Another CRF Tool Kit
Copyright (C) 2005-2013 Taku Kudo, All rights reserved.

reading training data: 100.. 200.. 300.. 400.. 500.. 600.. 700.. 800.. 900.. 1000.. 1100.. 1200.. 1300.. 1400.. 1500.. 1600.. 1700.. 1800.. 
Done!0.21 s

Number of sentences: 1859
Number of features:  50582
Number of thread(s): 8
Freq:                1
eta:                 0.00010
C:                   1.00000
shrinking size:      20
iter=0 terr=0.59822 serr=0.96019 act=50582 obj=17488.10337 diff=1.00000
iter=1 terr=0.33631 serr=0.93007 act=50582 obj=16395.84924 diff=0.06246
iter=2 terr=0.31716 serr=0.89295 act=50582 obj=14704.61984 diff=0.10315
iter=3 terr=0.28141 serr=0.86337 act=50582 obj=13952.69634 diff=0.05114
iter=4 terr=0.27701 serr=0.86552 act=50582 obj=13549.50169 diff=0.02890
iter=5 terr=0.26532 serr=0.84185 act=50582 obj=13008.16970 diff=0.03995
iter=6 terr=0.25735 serr=0.83647 act=50582 obj=12684.80484 diff=0.02486
iter=7 terr=0.24602 serr=0.81280 act=50582 obj=12376.01282 diff=0.02434
iter=8 terr=0.23654 serr=0.81011 act=50582 obj=12083.51143 diff=0.02363
iter=9 terr=0.23203 serr=0.80473 act=50582 obj=11928.83339 diff=0.01280
iter=10 terr=0.23662 serr=0.80420 act=50582 obj=11920.53619 diff=0.00070
iter=11 terr=0.22901 serr=0.79666 act=50582 obj=11818.32680 diff=0.00857
iter=12 terr=0.22481 serr=0.79182 act=50582 obj=11735.83952 diff=0.00698
iter=13 terr=0.22315 serr=0.78806 act=50582 obj=11660.49127 diff=0.00642
iter=14 terr=0.21871 serr=0.77622 act=50582 obj=11489.57916 diff=0.01466
iter=15 terr=0.21348 serr=0.77461 act=50582 obj=11265.26043 diff=0.01952
iter=16 terr=0.20622 serr=0.76170 act=50582 obj=11026.45870 diff=0.02120
iter=17 terr=0.20032 serr=0.74933 act=50582 obj=10822.60220 diff=0.01849
iter=18 terr=0.19881 serr=0.74771 act=50582 obj=10749.76516 diff=0.00673
iter=19 terr=0.19342 serr=0.74341 act=50582 obj=10658.62277 diff=0.00848
iter=20 terr=0.19080 serr=0.74287 act=50582 obj=10611.24740 diff=0.00444
iter=21 terr=0.18890 serr=0.73964 act=50582 obj=10545.92356 diff=0.00616
iter=22 terr=0.18430 serr=0.73480 act=50582 obj=10359.51917 diff=0.01768
iter=23 terr=0.18228 serr=0.72405 act=50582 obj=10313.12099 diff=0.00448
iter=24 terr=0.17527 serr=0.71114 act=50582 obj=10124.18986 diff=0.01832
iter=25 terr=0.17265 serr=0.70683 act=50582 obj=10070.77932 diff=0.00528
iter=26 terr=0.17103 serr=0.70414 act=50582 obj=10000.45425 diff=0.00698
iter=27 terr=0.16940 serr=0.70360 act=50582 obj=9924.45179 diff=0.00760
iter=28 terr=0.16540 serr=0.70038 act=50582 obj=9767.98337 diff=0.01577
iter=29 terr=0.16080 serr=0.69930 act=50582 obj=9683.42866 diff=0.00866
iter=30 terr=0.15743 serr=0.69338 act=50582 obj=9624.50581 diff=0.00608
iter=31 terr=0.15442 serr=0.68962 act=50582 obj=9569.72612 diff=0.00569
iter=32 terr=0.15109 serr=0.67456 act=50582 obj=9440.88451 diff=0.01346
iter=33 terr=0.14725 serr=0.68209 act=50582 obj=9377.71672 diff=0.00669
iter=34 terr=0.14447 serr=0.66756 act=50582 obj=9280.53797 diff=0.01036
iter=35 terr=0.14324 serr=0.66756 act=50582 obj=9240.37360 diff=0.00433
iter=36 terr=0.14051 serr=0.66218 act=50582 obj=9185.91028 diff=0.00589
iter=37 terr=0.14479 serr=0.66434 act=50582 obj=9439.83874 diff=0.02764
iter=38 terr=0.13726 serr=0.64981 act=50582 obj=9150.95613 diff=0.03060
iter=39 terr=0.13321 serr=0.64228 act=50582 obj=9082.56098 diff=0.00747
iter=40 terr=0.13052 serr=0.63798 act=50582 obj=9019.84574 diff=0.00691
iter=41 terr=0.12782 serr=0.63583 act=50582 obj=8950.10035 diff=0.00773
iter=42 terr=0.12854 serr=0.63367 act=50582 obj=8924.16027 diff=0.00290
iter=43 terr=0.12838 serr=0.63798 act=50582 obj=8895.09178 diff=0.00326
iter=44 terr=0.12755 serr=0.63045 act=50582 obj=8875.99848 diff=0.00215
iter=45 terr=0.12763 serr=0.63421 act=50582 obj=8855.24365 diff=0.00234
iter=46 terr=0.12501 serr=0.62668 act=50582 obj=8813.11887 diff=0.00476
iter=47 terr=0.12616 serr=0.63744 act=50582 obj=8860.03187 diff=0.00532
iter=48 terr=0.12505 serr=0.62937 act=50582 obj=8787.59534 diff=0.00818
iter=49 terr=0.12267 serr=0.62292 act=50582 obj=8761.30214 diff=0.00299
iter=50 terr=0.12061 serr=0.61592 act=50582 obj=8724.16714 diff=0.00424
iter=51 terr=0.12283 serr=0.61861 act=50582 obj=8739.40997 diff=0.00175
iter=52 terr=0.12013 serr=0.61538 act=50582 obj=8709.65347 diff=0.00340
